State_Name,District_Name,Season,Crop,Area,Production,lat,lon
Jharkhand,HAZARIBAGH,Autumn     ,Maize,8017,7656.24,23.9675151,85.4388457
Jharkhand,HAZARIBAGH,Autumn     ,Ragi,1853.22,1866.19,23.9675151,85.4388457
Jharkhand,HAZARIBAGH,Autumn     ,Rice,4858.61,4152.49,23.9675151,85.4388457
Karnataka,BAGALKOT,Summer     ,Sunflower,1527,1065,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Banana,954,23628,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Coconut ,1283,6130,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Coriander,31,3,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Dry chillies,579,595,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Garlic,30,25,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Onion,3614,52778,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Sugarcane,53888,6143232,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Sweet potato,51,162,16.1853166,75.6967919
Karnataka,BAGALKOT,Whole Year ,Turmeric,310,1684,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Arhar/Tur,4984,3693,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Bajra,41232,41300,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Castor seed,52,67,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Cotton(lint),15767,23002,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Groundnut,14487,9664,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Horse-gram,2359,2902,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Jowar,11375,22359,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Maize,31263,99110,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Mesta,9,17,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Moong(Green Gram),23658,10069,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Niger seed,435,66,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Other Kharif pulses,2961,1001,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Rice,171,311,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Sesamum,1981,969,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Small millets,1142,723,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Soyabean,4743,4749,16.1853166,75.6967919
Karnataka,BAGALKOT,Kharif     ,Sunflower,25378,16262,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Gram,16454,9834,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Groundnut,11875,17305,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Horse-gram,1530,490,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Jowar,132473,94603,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Linseed,4647,1377,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Maize,17492,47659,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Other  Rabi pulses,677,90,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Rapeseed &Mustard,74,11,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Safflower,3296,3023,16.1853166,75.6967919
Karnataka,BAGALKOT,Rabi       ,Sunflower,36375,20518,16.1853166,75.6967919
Kerala,MALAPPURAM,Whole Year ,Black pepper,7858,1014,11.1068448,76.1099551
Kerala,MALAPPURAM,Whole Year ,Cardamom,70,2,11.1068448,76.1099551
Kerala,MALAPPURAM,Whole Year ,Cashewnut,6178,5411,11.1068448,76.1099551
Kerala,MALAPPURAM,Whole Year ,Coconut ,104731,832000000,11.1068448,76.1099551
Kerala,MALAPPURAM,Whole Year ,Dry ginger,75,149,11.1068448,76.1099551
Kerala,MALAPPURAM,Whole Year ,Sweet potato,132,1518,11.1068448,76.1099551
Kerala,MALAPPURAM,Whole Year ,Tapioca,7096,287438,11.1068448,76.1099551
Kerala,MALAPPURAM,Whole Year ,Turmeric,356,631,11.1068448,76.1099551
Kerala,MALAPPURAM,Winter     ,Rice,6385,13599,11.1068448,76.1099551
Kerala,MALAPPURAM,Autumn     ,Rice,1744,3819,11.1068448,76.1099551
Madhya Pradesh,BURHANPUR,Kharif     ,Rice,3478,3764,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Kharif     ,Sesamum,288,170,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Kharif     ,Small millets,256,42,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Kharif     ,Soyabean,14214,6924,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Kharif     ,Sunflower,2,1,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Kharif     ,Urad,1938,523,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Rabi       ,Gram,2802,2791,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Rabi       ,Jowar,51,44,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Rabi       ,Masoor,21,8,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Rabi       ,Rapeseed &Mustard,1,,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Rabi       ,Wheat,8727,16682,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Whole Year ,Coriander,155,41,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Whole Year ,Garlic,5,22,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Whole Year ,Onion,229,7969,21.3118839,76.2291992
Madhya Pradesh,BURHANPUR,Whole Year ,Potato,3,35,21.3118839,76.2291992
Madhya Pradesh,DEWAS,Rabi       ,Barley,100,100,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Jowar,100,100,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Linseed,2900,1600,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Rapeseed &Mustard,500,400,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Wheat,108900,235300,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Arhar/Tur,9800,6700,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Bajra,100,,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Cotton(lint),29900,5000,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Groundnut,400,500,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Jowar,21500,31400,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Maize,7700,8300,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Rice,800,400,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Sesamum,900,300,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Soyabean,257000,320500,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Gram,90900,97000,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Soyabean,268745,266595,23,76.166667
Madhya Pradesh,DEWAS,Kharif     ,Sunflower,18,5,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Barley,30,54,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Gram,56511,61347,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Linseed,195,136,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Other  Rabi pulses,2194,1002,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Rapeseed &Mustard,92,75,23,76.166667
Madhya Pradesh,DEWAS,Rabi       ,Wheat,66389,122072,23,76.166667
Madhya Pradesh,DEWAS,Whole Year ,Bhindi,76,0,23,76.166667
Madhya Pradesh,DEWAS,Whole Year ,Brinjal,140,0,23,76.166667
Madhya Pradesh,GWALIOR,Kharif     ,Soyabean,3082,6597,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Urad,21422,7884,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Rabi       ,Barley,1334,4530,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Rabi       ,Gram,33419,40972,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Rabi       ,Linseed,203,186,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Rabi       ,Other  Rabi pulses,7001,5222,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Rabi       ,Rapeseed &Mustard,45645,47106,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Rabi       ,Wheat,96606,274323,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Beans & Mutter(Vegetable),46,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Bhindi,121,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Brinjal,194,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Cabbage,73,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Cauliflower,78,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Citrus Fruit,13,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Coriander,25,11,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Dry chillies,66,61,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Garlic,8,14,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Mango,13,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Onion,72,763,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Other Fresh Fruits,79,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Other Vegetables,765,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Papaya,3,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Pome Fruit,23,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Potato,960,23515,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Sannhamp,5,17,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Sugarcane,1344,57560,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Sweet potato,7,44,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Tomato,252,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Whole Year ,Water Melon,43,0,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Arhar/Tur,375,224,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Bajra,6981,13685,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Groundnut,461,573,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Jowar,2513,5221,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Maize,233,540,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Rice,14640,30884,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Sesamum,3696,2501,26.2037247,78.1573628
Madhya Pradesh,GWALIOR,Kharif     ,Soyabean,19941,41610,26.2037247,78.1573628
Madhya Pradesh,HOSHANGABAD,Whole Year ,Garlic,68,275,22.6001502,77.9266452
Madhya Pradesh,HOSHANGABAD,Whole Year ,Onion,361,5842,22.6001502,77.9266452
Madhya Pradesh,HOSHANGABAD,Whole Year ,Potato,412,3849,22.6001502,77.9266452
Madhya Pradesh,HOSHANGABAD,Whole Year ,Sesamum,57,18,22.6001502,77.9266452
Madhya Pradesh,HOSHANGABAD,Whole Year ,Sugarcane,984,31620,22.6001502,77.9266452
Madhya Pradesh,HOSHANGABAD,Whole Year ,Sweet potato,231,1194,22.6001502,77.9266452
Madhya Pradesh,HOSHANGABAD,Whole Year ,Turmeric,20,28,22.6001502,77.9266452
Madhya Pradesh,INDORE,Kharif     ,Arhar/Tur,800,500,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Groundnut,200,200,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Jowar,2500,2900,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Maize,10900,11600,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Soyabean,210700,244700,22.7203616,75.8681996
Madhya Pradesh,INDORE,Rabi       ,Linseed,1600,900,22.7203616,75.8681996
Madhya Pradesh,INDORE,Rabi       ,Wheat,115700,274200,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Arhar/Tur,700,500,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Groundnut,100,200,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Jowar,1400,1800,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Maize,9200,10800,22.7203616,75.8681996
Madhya Pradesh,INDORE,Kharif     ,Soyabean,214200,259200,22.7203616,75.8681996
Madhya Pradesh,INDORE,Rabi       ,Gram,45100,37300,22.7203616,75.8681996
Madhya Pradesh,INDORE,Rabi       ,Linseed,1300,800,22.7203616,75.8681996
Madhya Pradesh,KATNI,Rabi       ,Rapeseed &Mustard,2231,908,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Urad,159,26,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Wheat,56221,41377,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Coriander,110,17,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Dry chillies,180,91,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Garlic,38,108,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Onion,445,12188,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Potato,750,5863,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Sesamum,3093,284,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Sugarcane,19,270,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Sweet potato,129,527,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Turmeric,14,11,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Arhar/Tur,4668,1786,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Groundnut,10,6,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Jowar,2279,1145,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Maize,3339,2206,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Rice,87970,37855,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Sannhamp,1,,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Soyabean,680,228,23.8339621,80.392456
Madhya Pradesh,KATNI,Kharif     ,Urad,2792,271,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Barley,211,187,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Gram,18433,8630,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Khesari,16,6,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Linseed,3960,1305,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Masoor,13668,3887,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Peas & beans (Pulses),4462,1389,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Rapeseed &Mustard,1736,706,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Urad,13,2,23.8339621,80.392456
Madhya Pradesh,KATNI,Rabi       ,Wheat,44918,39595,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Coriander,102,17,23.8339621,80.392456
Madhya Pradesh,KATNI,Whole Year ,Garlic,41,65,23.8339621,80.392456
Maharashtra,JALGAON,Rabi       ,Sunflower,600,300,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Wheat,25900,60200,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Groundnut,2000,3000,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Maize,2000,3100,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Sunflower,100,100,20.8435118,75.5259266
Maharashtra,JALGAON,Whole Year ,Sugarcane,11200,820000,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Arhar/Tur,18300,11500,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Bajra,17600,18200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Castor seed,500,100,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Cotton(lint),558800,853300,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Groundnut,1100,1000,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Jowar,77500,150200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Maize,70600,188600,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Moong(Green Gram),35900,17900,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Other Kharif pulses,2600,600,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Sesamum,7300,2700,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Soyabean,15000,25600,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Sunflower,400,100,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Urad,45000,22900,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Gram,34400,24900,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Jowar,25700,28300,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Maize,11600,31600,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Safflower,300,100,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Wheat,25300,53000,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Groundnut,1800,2700,20.8435118,75.5259266
Maharashtra,JALGAON,Whole Year ,Sugarcane,11000,759100,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Arhar/Tur,18400,20400,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Bajra,17700,20800,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Cotton(lint),558800,1504000,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Groundnut,1100,1300,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Jowar,77600,178300,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Maize,70700,270500,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Moong(Green Gram),35900,21700,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Other Kharif pulses,1300,500,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Sesamum,7300,2700,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Soyabean,15000,26500,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Sunflower,400,200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Urad,45100,34400,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Gram,34400,39800,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Jowar,25700,40300,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Maize,11600,26100,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Safflower,300,100,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Wheat,25300,64800,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Groundnut,2000,2300,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Maize,5200,8000,20.8435118,75.5259266
Maharashtra,JALGAON,Whole Year ,Sugarcane,11700,883200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Arhar/Tur,15600,8200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Bajra,19000,23200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Cotton(lint),471100,768100,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Groundnut,2400,2100,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Jowar,53500,119600,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Maize,94600,235100,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Moong(Green Gram),29100,14500,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Other Kharif pulses,900,200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Sesamum,3400,1200,20.8435118,75.5259266
Maharashtra,JALGAON,Kharif     ,Soyabean,25000,35400,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Gram,51600,54400,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Jowar,32500,45300,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Maize,50100,188200,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Other  Rabi pulses,200,100,20.8435118,75.5259266
Maharashtra,JALGAON,Rabi       ,Wheat,49600,81100,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Groundnut,2400,3100,20.8435118,75.5259266
Maharashtra,JALGAON,Summer     ,Maize,9400,23500,20.8435118,75.5259266
Maharashtra,JALGAON,Whole Year ,Sugarcane,7900,553600,20.8435118,75.5259266
Maharashtra,JALNA,Kharif     ,Arhar/Tur,37700,5600,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Bajra,70300,54800,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Gram,12600,3500,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Jowar,36300,37500,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Maize,30300,30000,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Moong(Green Gram),46300,7600,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Pulses total,1142,214,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Rice,1600,800,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Total foodgrain,2542,1451,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Urad,15000,3400,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Jowar,148600,71000,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Maize,1000,1800,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Other  Rabi pulses,30,1,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Wheat,21600,14800,19.9182328,75.8686247
Maharashtra,JALNA,Summer     ,Maize,200,300,19.9182328,75.8686247
Maharashtra,JALNA,Whole Year ,Cotton(lint),1520,102700,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Arhar/Tur,46100,26000,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Bajra,80800,64400,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Castor seed,200,100,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Cotton(lint),162600,173400,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Groundnut,2300,1200,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Jowar,36200,45800,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Maize,33200,73600,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Moong(Green Gram),53200,29500,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Niger seed,600,200,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Other Kharif pulses,10900,4400,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Rice,1100,400,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Sesamum,3800,1000,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Soyabean,4500,6800,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Sugarcane,6700,543100,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Sunflower,8500,3500,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Urad,15100,9600,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Gram,15900,8300,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Jowar,129900,94500,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Linseed,3200,700,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Maize,3200,5000,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Other  Rabi pulses,700,300,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Rapeseed &Mustard,200,,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Safflower,34400,17800,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Sunflower,12100,5900,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Wheat,30400,43200,19.9182328,75.8686247
Maharashtra,JALNA,Summer     ,Groundnut,1600,1500,19.9182328,75.8686247
Maharashtra,JALNA,Summer     ,Maize,500,700,19.9182328,75.8686247
Maharashtra,JALNA,Summer     ,Sunflower,600,400,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Arhar/Tur,47200,22200,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Bajra,84800,61700,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Castor seed,300,100,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Cotton(lint),170300,121600,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Groundnut,2300,1600,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Jowar,37000,39300,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Maize,34100,61900,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Moong(Green Gram),54500,32300,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Niger seed,800,200,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Other Kharif pulses,13800,4700,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Rice,1300,700,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Sesamum,4000,1300,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Soyabean,4400,5600,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Sunflower,7200,3100,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Urad,15300,11300,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Gram,17600,10900,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Jowar,147800,123500,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Linseed,3400,800,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Maize,3700,5800,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Other  Rabi pulses,1000,400,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Rapeseed &Mustard,200,100,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Safflower,24100,10900,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Sunflower,11900,8000,19.9182328,75.8686247
Maharashtra,JALNA,Rabi       ,Wheat,30200,42200,19.9182328,75.8686247
Maharashtra,JALNA,Summer     ,Groundnut,1500,1300,19.9182328,75.8686247
Maharashtra,JALNA,Summer     ,Maize,500,800,19.9182328,75.8686247
Maharashtra,JALNA,Summer     ,Sunflower,600,300,19.9182328,75.8686247
Maharashtra,JALNA,Whole Year ,Sugarcane,12700,960800,19.9182328,75.8686247
Maharashtra,JALNA,Kharif     ,Arhar/Tur,45500,18300,19.9182328,75.8686247
